filename,archivo,highpass_cutoff,min_silence_len,silence_thresh,transcripcion,num_chunks,palabras_sin_inaudibles,inaudibles
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,300,500,-20,no hay otra de emer [inaudible] auditivo visual de [inaudible] amenazas para el país [inaudible] Tú nada más te aviso eso de toda la seguridad En qué parte de ezeiza [inaudible] María Laura Salinas para soñar dañar la bomba dónde la van a calle qué calle en el aeropuerto saben qué no en no sabes en qué no le informo hasta luego,17,58,4
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,300,500,-25,no hay otra de emer [inaudible] auditivo visual de [inaudible] amenazas para el país [inaudible] Tú nada más te aviso eso de toda la seguridad En qué parte de ezeiza [inaudible] María Laura Salinas para soñar dañar la bomba dónde la van a calle qué calle en el aeropuerto saben qué no en no sabes en qué no le informo hasta luego,17,58,4
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,300,500,-30,No yo no sea de emergencias [inaudible] auditivo visual delictivo En qué parte de ezeiza pisos en la María Laura Salinas para soñar soñar la bomba dónde la van a En qué calle en el aeropuerto saben qué no en un no sabes en qué No yo le informo Hasta luego Muchas gracias,12,52,1
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,300,500,-35,No yo no sea de emergencias [inaudible] auditivo visual delictivo En qué parte de ezeiza pisos en la María Laura Salinas para soñar soñar la bomba dónde la van a En qué calle en el aeropuerto saben qué no en un no sabes en qué No yo le informo Hasta luego Muchas gracias,12,52,1
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,300,800,-20,no hay otra de emer auditivo y visual de [inaudible] Tú nada más te aviso eso de toda la seguridad En qué parte de ezeiza para soñar dañar la bomba dónde la van a poner En qué calle en el aeropuerto saben qué parte no sabes en qué bien le informo hasta luego,9,52,1
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,300,800,-25,no hay otra de emer auditivo y visual de [inaudible] Tú nada más te aviso eso de toda la seguridad En qué parte de ezeiza para soñar dañar la bomba dónde la van a poner En qué calle en el aeropuerto saben qué parte no sabes en qué bien le informo hasta luego,9,52,1
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,300,800,-30,no hay otra de emergencias auditivo y visual delictivo desde donde ya lo concluí En qué parte de ezeiza Qué sucede en la plata María Laura Salinas es la circunferencia para sanear dañar la bomba dónde la van a ponerle Qué detalle en el aeropuerto saben qué parte no sabes en qué avión No solo le informó Hasta luego muchas,4,60,0
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,300,800,-35,no hay otra de emergencias auditivo y visual delictivo desde donde ya lo concluí En qué parte de ezeiza Qué sucede en la plata María Laura Salinas es la circunferencia para sanear dañar la bomba dónde la van a ponerle Qué detalle en el aeropuerto saben qué parte no sabes en qué avión No solo le informó Hasta luego muchas,4,60,0
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,300,1000,-20,no hay otra de emer auditivo y visual de En qué parte de ezeiza para soñar dañar la bomba dónde la van a poner en Qué detalle de ezeiza saben qué parte no sabes en qué bien yo le informo hasta luego,6,42,0
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,300,1000,-25,no hay otra de emer auditivo y visual de En qué parte de ezeiza para soñar dañar la bomba dónde la van a poner en Qué detalle de ezeiza saben qué parte no sabes en qué bien yo le informo hasta luego,6,42,0
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,300,1000,-30,no hay otra de emergencias para el país de poner una bomba de leche Yo nada más te aviso eso de toda la seguridad en qué parte de ezeiza para sanear dañar la bomba dónde la van a ponerle En qué calle defensa del aeropuerto saben qué parte no sabes en qué avión No solo le informó Hasta luego Muchas gracias,2,61,0
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,300,1000,-35,no hay otra de emergencias para el país de poner una bomba de leche Yo nada más te aviso eso de toda la seguridad en qué parte de ezeiza para sanear dañar la bomba dónde la van a ponerle En qué calle defensa del aeropuerto saben qué parte no sabes en qué avión No solo le informó Hasta luego Muchas gracias,2,61,0
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,500,500,-20,no hay otra emer [inaudible] auditivo y visual de [inaudible] y ahora la amenazas para el país [inaudible] Yo nada más te aviso eso de toda la seguridad En qué parte de ezeiza pisos María Laura Salinas para soñar soñar la bomba dónde la van a calle A qué distancia en el aeropuerto saben qué no en un no sabes en qué [inaudible] yo le informo hasta luego,17,64,4
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,500,500,-25,no hay otra emer [inaudible] auditivo y visual de [inaudible] y ahora la amenazas para el país [inaudible] Yo nada más te aviso eso de toda la seguridad En qué parte de ezeiza pisos María Laura Salinas para soñar soñar la bomba dónde la van a calle A qué distancia en el aeropuerto saben qué no en un no sabes en qué [inaudible] yo le informo hasta luego,17,64,4
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,500,500,-30,no hay otra de emergencias [inaudible] auditivo visual delly [inaudible] [inaudible] Yo nada más te aviso eso de toda la seguridad en qué parte de ezeiza pisos en [inaudible] para soñar soñar la bomba dónde la van a Oye Qué detalle en el aeropuerto saben qué no en un no sabes en [inaudible] yo le informo hasta luego,15,53,5
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,500,500,-35,no hay otra de emergencias [inaudible] auditivo visual delly [inaudible] [inaudible] Yo nada más te aviso eso de toda la seguridad en qué parte de ezeiza pisos en [inaudible] para soñar soñar la bomba dónde la van a Oye Qué detalle en el aeropuerto saben qué no en un no sabes en [inaudible] yo le informo hasta luego,15,53,5
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,500,800,-20,no hay otra de emer [inaudible] [inaudible] Yo nada más te aviso eso de toda la En qué parte de ezeiza para soñar soñar la bomba dónde la van a poner En qué calle en el aeropuerto saben qué parte no sabes en qué viene lo informo hasta luego,9,47,2
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,500,800,-25,no hay otra de emer [inaudible] [inaudible] Yo nada más te aviso eso de toda la En qué parte de ezeiza para soñar soñar la bomba dónde la van a poner En qué calle en el aeropuerto saben qué parte no sabes en qué viene lo informo hasta luego,9,47,2
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,500,800,-30,no hay otra de emer auditivo y visual Delhi En qué parte de ezeiza para escanear dañar la bomba dónde la van a poner Calle 13 en el aeropuerto saben qué parte no sabes en qué avión No yo le informo hasta luego,5,43,0
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,500,800,-35,no hay otra de emer auditivo y visual Delhi En qué parte de ezeiza para escanear dañar la bomba dónde la van a poner Calle 13 en el aeropuerto saben qué parte no sabes en qué avión No yo le informo hasta luego,5,43,0
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,500,1000,-20,no hay otra de emer [inaudible] En qué parte de ezeiza para soñar soñar la bomba dónde la van a poner En qué calle de ezeiza del aeropuerto saben qué parte no sabes en qué viene lo informo hasta luego,6,39,1
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,500,1000,-25,no hay otra de emer [inaudible] En qué parte de ezeiza para soñar soñar la bomba dónde la van a poner En qué calle de ezeiza del aeropuerto saben qué parte no sabes en qué viene lo informo hasta luego,6,39,1
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,500,1000,-30,no hay otra de emer auditivo y visual delictivo desde donde ya lo concluí y ahora la amenazas para el país le ponen una bomba de emergencia Yo nada más te aviso eso de toda la seguridad en qué parte de ezeiza la plata María Laura sábila es la circunferencia para sanear dañar la bomba dónde la van a ponerle en Qué detalle de ezeiza en el aeropuerto saben qué parte no sabes en qué viene No yo le informo Hasta luego Muchas gracias,3,84,0
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,500,1000,-35,no hay otra de emer auditivo y visual delictivo desde donde ya lo concluí y ahora la amenazas para el país le ponen una bomba de emergencia Yo nada más te aviso eso de toda la seguridad en qué parte de ezeiza la plata María Laura sábila es la circunferencia para sanear dañar la bomba dónde la van a ponerle en Qué detalle de ezeiza en el aeropuerto saben qué parte no sabes en qué viene No yo le informo Hasta luego Muchas gracias,3,84,0
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,1000,500,-20,no hay 11 de emer [inaudible] auditivo y visual del [inaudible] y ahora la amenazas para el país [inaudible] Yo nada más se hizo eso de toda la En qué parte de ezeiza pisos María Laura Salinas para soñar dañar la bomba dónde la van Oye Qué detalle en el aeropuerto saben qué no en no sabes en [inaudible] yo la le informo hasta luego,18,61,4
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,1000,500,-25,no hay 11 de emer [inaudible] auditivo y visual del [inaudible] y ahora la amenazas para el país [inaudible] Yo nada más se hizo eso de toda la En qué parte de ezeiza pisos María Laura Salinas para soñar dañar la bomba dónde la van Oye Qué detalle en el aeropuerto saben qué no en no sabes en [inaudible] yo la le informo hasta luego,18,61,4
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,1000,500,-30,no hay 11 de emer [inaudible] auditivo visual de [inaudible] amenazas para el país [inaudible] En qué parte de ezeiza pisos en María Laura Salinas para sanear dañar la bomba dónde la van a calle qué calle en el aeropuerto saben qué no en un no sabes en [inaudible] lo informo hasta luego,16,49,4
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,1000,500,-35,no hay 11 de emer [inaudible] auditivo visual de [inaudible] amenazas para el país [inaudible] En qué parte de ezeiza pisos en María Laura Salinas para sanear dañar la bomba dónde la van a calle qué calle en el aeropuerto saben qué no en un no sabes en [inaudible] lo informo hasta luego,16,49,4
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,1000,800,-20,no hay onza de auditivo y visual de [inaudible] Tú nada más te aviso eso de toda la En qué parte de ezeiza para soñar soñar la bomba dónde la van a poner En qué calle en el aeropuerto saben qué no en no sabes en qué avión le informo hasta luego,10,51,1
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,1000,800,-25,no hay onza de auditivo y visual de [inaudible] Tú nada más te aviso eso de toda la En qué parte de ezeiza para soñar soñar la bomba dónde la van a poner En qué calle en el aeropuerto saben qué no en no sabes en qué avión le informo hasta luego,10,51,1
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,1000,800,-30,no hay onza de emer auditivo y visual de [inaudible] Yo nada más te aviso eso de toda la seguridad en qué parte de ezeiza para sanear dañar la bomba dónde la van a poner En qué calle en el aeropuerto saben qué parte no sabes en qué avión lo informo hasta luego,7,52,1
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,1000,800,-35,no hay onza de emer auditivo y visual de [inaudible] Yo nada más te aviso eso de toda la seguridad en qué parte de ezeiza para sanear dañar la bomba dónde la van a poner En qué calle en el aeropuerto saben qué parte no sabes en qué avión lo informo hasta luego,7,52,1
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,1000,1000,-20,no hay onza de auditivo y visual de [inaudible] Yo nada más te aviso eso de toda la seguridad en qué parte de ezeiza para soñar soñar la bomba dónde la van a poner En qué calle de ezeiza en el aeropuerto saben qué parte no sabes en qué avión le informo hasta luego,7,53,1
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,1000,1000,-25,no hay onza de auditivo y visual de [inaudible] Yo nada más te aviso eso de toda la seguridad en qué parte de ezeiza para soñar soñar la bomba dónde la van a poner En qué calle de ezeiza en el aeropuerto saben qué parte no sabes en qué avión le informo hasta luego,7,53,1
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,1000,1000,-30,no hay onza de emer auditivo y visual de En qué parte de ezeiza la plata para sanear dañar la bomba dónde la van a poner galletas de ezeiza en el aeropuerto saben qué parte no sabes en qué avión lo informo hasta luego,5,44,0
LP41335178.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335178.wav,1000,1000,-35,no hay onza de emer auditivo y visual de En qué parte de ezeiza la plata para sanear dañar la bomba dónde la van a poner galletas de ezeiza en el aeropuerto saben qué parte no sabes en qué avión lo informo hasta luego,5,44,0
LP41335566.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335566.wav,300,500,-20,911 emer [inaudible] [inaudible] [inaudible] y tenías el proyecto auditivo desde los 70 era una emergencia policial en este momento hay una emergencia de bomba que van a poner porque el proyecto de depresión es militar con todo lo que está pasando en los medios te pido por favor que le comuniques al gobierno a través de eso yo te dejo eso a vos porque yo no lo voy a hacer pero cuándo es esto cuándo es de La amenaza de bomba bomba el proceso de d [inaudible] bueno denuncia que dónde van a poner una bomba en ezeiza donde pasan los aviones en un avión van a poner la bomba y Avísale al presidente que la policía avise a gobernación y esto cuándo sería [inaudible] Cómo es su Mariana hugasa quiniela circu bueno corto con usted le vamos a informar,21,136,5
LP41335566.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335566.wav,300,500,-25,911 emer [inaudible] [inaudible] y tenías el proyecto auditivo de los 70 tiene una emergencia policial en este momento hay una emergencia de bomba que van a poner porque el proyecto de depresión es militar Y con todo lo que está pasando en los medios te pido por favor que le comuniques al gobierno a través de eso yo te dejo el favor porque yo no lo voy a hacer pero cuándo es eso cuándo de La amenaza de bomba bomba el proceso de d [inaudible] bueno denuncia que dónde van a poner una bomba En ezeiza dónde va a estar los aviones en un avión van a poner la bomba y Avísale al presidente que la policía avise a gobernación y esto cuándo sería media Cómo es su [inaudible] bueno corto con usted lo vamos a informar,19,134,4
LP41335566.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335566.wav,300,500,-30,911 emer [inaudible] [inaudible] y tenías el proyecto auditivo de los 70 tiene una emergencia policial en este momento hay una emergencia de bomba que van a poner porque el proyecto de depresión es militar Y con todo lo que está pasando en los medios te pido por favor que le comuniques al gobierno a través de eso yo te dejo el favor porque yo no lo voy a hacer pero cuándo es eso cuándo de La amenaza de bomba bomba el proceso de d [inaudible] bueno denuncia que dónde van a poner una bomba En ezeiza dónde va a estar los aviones en un avión van a poner la bomba y Avísale al presidente que la policía avise a gobernación y esto cuándo sería media Cómo es su [inaudible] bueno corto con usted lo vamos a informar,19,134,4
LP41335566.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335566.wav,300,500,-35,911 emer [inaudible] [inaudible] y tenías el proyecto auditivo de los 70 tiene una emergencia policial en este momento hay una emergencia de bomba que van a poner porque el proyecto de depresión es militar Y con todo lo que está pasando en los medios te pido por favor que le comuniques al gobierno a través de eso yo te dejo el favor porque yo no lo voy a hacer pero cuándo es eso cuándo de La amenaza de bomba bomba el proceso de d [inaudible] bueno denuncia que dónde van a poner una bomba En ezeiza dónde va a estar los aviones en un avión van a poner la bomba y Avísale al presidente que la policía avise a gobernación y esto cuándo sería media Cómo es su [inaudible] bueno corto con usted lo vamos a informar,19,134,4
LP41335566.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335566.wav,300,800,-20,911 emergencias y en los ojos eran dos lentes Deli y tenías el proyecto auditivo desde los 70 tiene una emergencia policial en este momento están los aviones hay una emergencia de bomba que van a poner porque el proyecto de depresión es militar Y con todo lo que está pasando en los medios te pido por favor que le comuniques al gobierno a través de eso yo te dejo eso a vos porque yo no lo voy a hacer pero cuándo es esto cuándo es de La amenaza de bomba bomba el proceso de depresión lo sabe la policía lo que es un proyecto de presión hace la denuncia porque levantan en todo 911 y levantan toda la policía buena denuncia que dónde van a poner una bomba En ezeiza dónde va están los aviones en un avión van a poner la bomba y Avísale al presidente que la policía avise a gobernación y esto cuándo sería señor media Cómo es su nombre bueno corto con usted le vamos a informar,9,172,0
LP41335566.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335566.wav,300,800,-25,911 emergencias y en los ojos eran dos lentes delictivas y tenían el proyecto auditivo desde los 70 en alguna emergencia policial en este momento están los aviones hay una emergencia de bomba que van a poner porque el proyecto de depresión es militar Y con todo lo que está pasando en los medios te pido por favor que le comuniques al gobierno a través de eso yo te dejo esto a vos porque yo no lo voy a hacer pero cuándo es esto cuándo es de La amenaza de bomba bomba el proceso de depresión lo sabe la policía lo que es un proyecto de presión hace la denuncia porque levantan en todo 911 y levantan toda la policía bueno denuncia que dónde van a poner una bomba En ezeiza dónde está están los aviones en un avión van a poner la bomba y Avísale al presidente que la policía avise a gobernación y esto cuándo sería señor media Cómo es su nombre bueno corto con usted lo vamos a informar,8,172,0
LP41335566.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335566.wav,300,800,-30,911 emergencias y en los ojos eran dos lentes delictivas y tenían el proyecto auditivo desde los 70 en alguna emergencia policial en este momento están los aviones hay una emergencia de bomba que van a poner porque el proyecto de depresión es militar Y con todo lo que está pasando en los medios te pido por favor que le comuniques al gobierno a través de eso yo te dejo esto a vos porque yo no lo voy a hacer pero cuándo es esto cuándo es de La amenaza de bomba bomba el proceso de depresión lo sabe la policía lo que es un proyecto de presión hace la denuncia porque levantan en todo 911 y levantan toda la policía bueno denuncia que dónde van a poner una bomba En ezeiza dónde está están los aviones en un avión van a poner la bomba y Avísale al presidente que la policía avise a gobernación y esto cuándo sería señor media Cómo es su nombre bueno corto con usted lo vamos a informar,8,172,0
LP41335566.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335566.wav,300,800,-35,911 emergencias y en los ojos eran dos lentes delictivas y tenían el proyecto auditivo desde los 70 en alguna emergencia policial en este momento están los aviones hay una emergencia de bomba que van a poner porque el proyecto de depresión es militar Y con todo lo que está pasando en los medios te pido por favor que le comuniques al gobierno a través de eso yo te dejo esto a vos porque yo no lo voy a hacer pero cuándo es esto cuándo es de La amenaza de bomba bomba el proceso de depresión lo sabe la policía lo que es un proyecto de presión hace la denuncia porque levantan en todo 911 y levantan toda la policía bueno denuncia que dónde van a poner una bomba En ezeiza dónde está están los aviones en un avión van a poner la bomba y Avísale al presidente que la policía avise a gobernación y esto cuándo sería señor media Cómo es su nombre bueno corto con usted lo vamos a informar,8,172,0
