filename,archivo,highpass_cutoff,min_silence_len,silence_thresh,transcripcion,num_chunks,palabras_sin_inaudibles,inaudibles
LP41335566.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335566.wav,1000,800,-30,911 emergencias en el oído y en los ojos eran dos lentes delictivas y tenían el proyecto auditivo desde los 70 en una emergencia policial en este momento están los aviones hay una emergencia de bomba que van a poner porque el proyecto de depresión es militar Y con todo lo que está pasando en los medios te pido por favor que le comuniques al gobierno a través de eso yo te dejo eso a vos porque yo no lo voy a hacer pero cuándo es eso cuándo es de La amenaza de bomba bomba el proyecto de depresión lo sabe la policía lo que es un proyecto de presión hace la denuncia porque levantan en todo 911 y levantan toda la policía bueno denuncia que dónde van a poner una bomba están los aviones en un avión van a poner la bomba y Avísale al presidente que la policía avise a gobernación y esto cuándo sería señor Cómo es su nombre bueno corto con usted lo vamos a informar,8,170,0
LP41335566.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335566.wav,1000,800,-35,911 emergencias en el oído y en los ojos eran dos lentes delictivas y tenían el proyecto auditivo desde los 70 en una emergencia policial en este momento están los aviones hay una emergencia de bomba que van a poner porque el proyecto de depresión es militar Y con todo lo que está pasando en los medios te pido por favor que le comuniques al gobierno a través de eso yo te dejo eso a vos porque yo no lo voy a hacer pero cuándo es eso cuándo es de La amenaza de bomba bomba el proyecto de depresión lo sabe la policía lo que es un proyecto de presión hace la denuncia porque levantan en todo 911 y levantan toda la policía bueno denuncia que dónde van a poner una bomba están los aviones en un avión van a poner la bomba y Avísale al presidente que la policía avise a gobernación y esto cuándo sería señor Cómo es su nombre bueno corto con usted lo vamos a informar,8,170,0
LP41335566.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335566.wav,1000,1000,-20,911 emergencias en el oído y en los ojos eran dos lentes delictivas y tenían el proyecto auditivo desde los 70 en una emergencia policial en este momento están los aviones hay una emergencia de bomba que van a poner porque el proyecto de depresión es militar Y con todo lo que está pasando en los medios te pido por favor que le comuniques al gobierno a través de eso yo te dejo eso a vos porque yo no lo voy a hacer pero cuándo es esta señora Cuándo es esto de La amenaza de bomba bomba el proyecto de depresión no sabe la policía lo que es un proyecto de presión hace la denuncia porque levanta en todo 911 y levantan toda la policía bueno denuncia que dónde van a poner una bomba están los aviones en un avión van a poner la bomba y Avísale al presidente que la policía avise a gobernación y esto cuándo sería señor Cómo es su nombre bueno corto con usted le vamos a informar,5,172,0
LP41335566.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335566.wav,1000,1000,-25,911 emergencias en el oído y en los ojos eran dos lentes delictivas y tenían el proyecto auditivo desde los 70 en una emergencia policial en este momento están los aviones hay una emergencia de bomba que van a poner porque el proyecto de depresión es militar Y con todo lo que está pasando en los medios te pido por favor que le comuniques al gobierno a través de eso yo te dejo eso a vos porque yo no lo voy a hacer pero cuándo es esta señora Cuándo es esto de La amenaza de bomba bomba el proceso de depresión no sabe la policía lo que es un proyecto de depresión hace la denuncia porque levantan toda la policía fuera denuncia que dónde van a poner una bomba en un avión van a poner la bomba y Avísale al presidente que la policía avise a gobernación y esto cuándo sería señor en media hora Cómo es su nombre bueno corto con usted lo vamos a informar,4,167,0
LP41335566.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335566.wav,1000,1000,-30,911 emergencias en el oído y en los ojos eran dos lentes delictivas y tenían el proyecto auditivo desde los 70 en una emergencia policial en este momento están los aviones hay una emergencia de bomba que van a poner porque el proyecto de depresión es militar Y con todo lo que está pasando en los medios te pido por favor que le comuniques al gobierno a través de eso yo te dejo eso a vos porque yo no lo voy a hacer pero cuándo es esta señora Cuándo es esto de La amenaza de bomba bomba el proceso de depresión no sabe la policía lo que es un proyecto de depresión hace la denuncia porque levantan toda la policía fuera denuncia que dónde van a poner una bomba en un avión van a poner la bomba y Avísale al presidente que la policía avise a gobernación y esto cuándo sería señor en media hora Cómo es su nombre bueno corto con usted lo vamos a informar,4,167,0
LP41335566.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/LP41335566.wav,1000,1000,-35,911 emergencias en el oído y en los ojos eran dos lentes delictivas y tenían el proyecto auditivo desde los 70 en una emergencia policial en este momento están los aviones hay una emergencia de bomba que van a poner porque el proyecto de depresión es militar Y con todo lo que está pasando en los medios te pido por favor que le comuniques al gobierno a través de eso yo te dejo eso a vos porque yo no lo voy a hacer pero cuándo es esta señora Cuándo es esto de La amenaza de bomba bomba el proceso de depresión no sabe la policía lo que es un proyecto de depresión hace la denuncia porque levantan toda la policía fuera denuncia que dónde van a poner una bomba en un avión van a poner la bomba y Avísale al presidente que la policía avise a gobernación y esto cuándo sería señor en media hora Cómo es su nombre bueno corto con usted lo vamos a informar,4,167,0
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,300,500,-20,[inaudible] [inaudible] [inaudible] [inaudible] cómo cómo Pásate descansando Pues ya son [inaudible] no puedo MMM [inaudible] es una [inaudible] eso Sí pero de repente [inaudible] [inaudible] mañana vas a quedar para todos no [inaudible] [inaudible] Qué bien hermano es el Ministerio pero éste se acabó Entonces yo me quedo [inaudible] Yo también ya se me pasó ahora el 19 estoy hablando para que [inaudible] [inaudible] [inaudible] Sí oye mi mamá bueno [inaudible] [inaudible] [inaudible] [inaudible] [inaudible] bueno descan [inaudible] [inaudible] toma sí [inaudible] [inaudible] [inaudible] [inaudible] [inaudible],46,60,27
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,300,500,-25,[inaudible] [inaudible] [inaudible] Hola [inaudible] Cómo que tú cómo estás acá estoy descansando ya me voy son [inaudible] MMM [inaudible] es una sí qué es lo que Sí pero de repente [inaudible] [inaudible] mañana vas a quedar para hacerlo [inaudible] [inaudible] Qué bien hermano es el Ministerio pero éste se acabó Entonces cuando se sube el volumen para sí para que [inaudible] [inaudible] [inaudible] [inaudible] Sí oye mi mamá bueno [inaudible] [inaudible] [inaudible] [inaudible] [inaudible] bueno [inaudible] [inaudible] [inaudible] toma Sí claro [inaudible] [inaudible] [inaudible] [inaudible],45,60,26
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,300,500,-30,[inaudible] [inaudible] [inaudible] Hola [inaudible] Cómo que tú cómo estás acá estoy descansando Pues ya me voy son una transmisión [inaudible] MMM sí es una mentira eso Qué es lo Sí pero de repente Ah sí sí [inaudible] mañana ya tienes para hacerlo [inaudible] [inaudible] Qué bien hermano es el Ministerio pero éste se apagó Entonces cuando te estuve volviendo más [inaudible] [inaudible] [inaudible] [inaudible] [inaudible] Sí ahí viene mi mamá bueno [inaudible] [inaudible] [inaudible] [inaudible] [inaudible] bueno descan [inaudible] [inaudible] toma Sí claro este [inaudible] [inaudible] [inaudible] [inaudible],42,65,24
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,300,500,-35,Hola gente acá estoy descansando ya me voy a salir sí eso es lo que pasa Ahí sí mañana vas a quedar para todos no sé qué bien hermano es el Ministerio pero el que se acabó Entonces cuando vayamos pasado ahora mismo,1,43,0
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,300,800,-20,[inaudible] [inaudible] Cómo se dice a que se descansando ya me MMM sí es una eso hace es lo que Sí pero de repente Ah sí sí mañana vas a quedar para todos no [inaudible] [inaudible] Qué bien hermano es el Ministerio pero éste se acabó Entonces ya me quedo Cómo [inaudible] estoy hablando para que [inaudible] [inaudible] [inaudible] Sí mi mamá pasó algo [inaudible] [inaudible] bueno [inaudible] toma Sí claro [inaudible] [inaudible] [inaudible],29,60,14
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,300,800,-25,Hola [inaudible] ya me son importantes MMM switch es una eso hace es lo que pasa Ahí sí pero de repente [inaudible] mañana te quedas para todos no [inaudible] [inaudible] Qué bien hermano es el Ministerio pero éste se acabó Entonces cuando se sube el volumen hijas del pasado ahora para que [inaudible] [inaudible] [inaudible] Sí oye mi mamá pasaron [inaudible] [inaudible] bueno descanso toma Sí claro [inaudible] [inaudible] [inaudible],26,58,12
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,300,800,-30,Hola [inaudible] Cómo que tú cómo estás esté descansando Pues ya me voy son una transmisión de mi papá MMM sí es una mentira sí eso hace es lo que pasa Ahí sí yo no de repente [inaudible] mañana ya tienes para todos no no [inaudible] [inaudible] Qué bien hermano es el Ministerio pero éste se apagó entonces [inaudible] [inaudible] [inaudible] [inaudible] Sí ahí viene mi mamá pasó algo bueno [inaudible] [inaudible] bueno [inaudible] toma Sí claro [inaudible] [inaudible] [inaudible],25,66,14
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,300,800,-35,Hola gente acá estoy descansando ya me voy a salir sí eso es lo que pasa Ahí sí mañana vas a quedar para todos no sé qué bien hermano es el Ministerio pero el que se acabó Entonces cuando vayamos pasado ahora mismo,1,43,0
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,300,1000,-20,[inaudible] [inaudible] Cómo Cómo se dice acá estoy descansando ya son mi papá Mmm sí sí es una inspiración esa base es lo que pasa ahí sin [inaudible] mañana vas a quedar para Puebla no [inaudible] Mmm qué bien hermano es el 16 pero éste se acabó Entonces cuando te estuve como una vuelta Yo también me hace falta ahora este señores [inaudible] [inaudible] [inaudible] Sí está bien mi mamá pasó bueno [inaudible] bueno [inaudible] toma Sí claro [inaudible] [inaudible],21,69,11
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,300,1000,-25,Hola [inaudible] son importantes Mmm sí sí sí es una Veracruz eso hace es lo que pasa Ahí sí pero no de repente [inaudible] mañana te quedas para hacerlo no [inaudible] Mmm qué bien no más el Ministerio pero éste se acabó Entonces yo me quedo bueno la vuelta y otra vez ya se me pasó ahora mismo [inaudible] [inaudible] [inaudible] Sí oye mi mamá pasaron bueno descanso toma Sí claro [inaudible] [inaudible],19,65,8
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,300,1000,-30,Hola gente acá estoy descansando ya me voy son una transmisión Mmm sí sí sí Veracruz es lo que pasa Ahí sí yo no de repente [inaudible] mañana vas a quedar para todos no no [inaudible] Mmm qué bien mamá es el Ministerio pero éste se apagó entonces todo lo demás el pasado ahora mismo para que vayas [inaudible] [inaudible] Sí ahí viene mi mamá pasó algo bueno bueno [inaudible] Okay toma Sí claro [inaudible] [inaudible],16,69,7
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,300,1000,-35,Hola gente acá estoy descansando ya me voy a salir sí eso es lo que pasa Ahí sí mañana vas a quedar para todos no sé qué bien hermano es el Ministerio pero el que se acabó Entonces cuando vayamos pasado ahora mismo,1,43,0
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,500,500,-20,[inaudible] [inaudible] [inaudible] [inaudible] solo Jesús acá estoy descansando ya son no MMM [inaudible] es una [inaudible] es lo que Sí pero de repente Ah sí sí [inaudible] mañana te quedas para todos no [inaudible] [inaudible] qué bien mamadas el Ministerio pero éste se acabó Entonces ya me quedo [inaudible] neta ya se me pasó ahora el 19 buenas noches [inaudible] [inaudible] [inaudible] Sí oye mi mamá bueno [inaudible] [inaudible] [inaudible] [inaudible] [inaudible] bueno [inaudible] [inaudible] [inaudible] toma Sí claro [inaudible] [inaudible] [inaudible] [inaudible] [inaudible],45,59,26
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,500,500,-25,[inaudible] [inaudible] [inaudible] Hola [inaudible] Cómo cómo estás acá estoy descansando ya me voy son una transmisión [inaudible] MMM sí es una [inaudible] es lo que Sí pero de repente [inaudible] [inaudible] mañana ya tienes para hacerlo [inaudible] [inaudible] qué bien mamá es el Ministerio pero éste se apagó Entonces cuando hablamos bueno güey [inaudible] para que [inaudible] [inaudible] [inaudible] [inaudible] Sí oye mi mamá bueno [inaudible] [inaudible] [inaudible] [inaudible] [inaudible] bueno [inaudible] [inaudible] [inaudible] toma Sí claro [inaudible] [inaudible] [inaudible] [inaudible],44,55,27
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,500,500,-30,[inaudible] Hola gente acá estoy descansando Pero ya me voy a salir con mi papá papá,2,15,1
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,500,500,-35,[inaudible],1,0,1
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,500,800,-20,[inaudible] [inaudible] Cómo se dice acá estoy descansando ya [inaudible] MMM sí es una eso hace es lo que Sí pero de repente [inaudible] mañana vas a quedar para Puebla no [inaudible] [inaudible] qué bien mamadas el Ministerio pero éste se acabó Entonces ya me quedo pero sí buenas noches [inaudible] [inaudible] [inaudible] Sí mi mamá pasa algo [inaudible] [inaudible] bueno [inaudible] toma Sí claro [inaudible] [inaudible] [inaudible],29,53,15
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,500,800,-25,[inaudible] [inaudible] Cómo cómo Entonces acá estoy descansando ya me son importantes MMM sí es una mentira sí eso hace es lo que pasa Ahí sí que no de repente [inaudible] mañana te quedas para hacerlo no [inaudible] [inaudible] qué bien mamá es el Ministerio pero éste se acabó entonces todo lo demás en el pasado ahora para que [inaudible] [inaudible] [inaudible] Sí oye mi mamá pastel [inaudible] [inaudible] bueno descanso toma Sí claro [inaudible] [inaudible] [inaudible],25,64,13
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,500,800,-30,[inaudible],1,0,1
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,500,800,-35,[inaudible],1,0,1
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,500,1000,-20,[inaudible] [inaudible] Cómo cómo estás este paquete descansando ya me Mmm sí sí es una Veracruz eso hace es lo que pasa Ahí sí yo no de repente Ah sí sí mañana vas a quedar para Puebla no [inaudible] [inaudible] Qué bien hermano es el Ministerio pero éste se acabó Entonces yo me quedo como una buena hija ya se me pasó ahora mismo [inaudible] [inaudible] [inaudible] Sí está bien mi mamá está haciendo bueno [inaudible] bueno [inaudible] toma Sí claro [inaudible] [inaudible],22,72,11
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,500,1000,-25,[inaudible] [inaudible] son importantes Mmm sí sí es una Veracruz eso hace es lo que pasa Ahí sí pero no de repente [inaudible] mañana te quedas para hacerlo [inaudible] Mmm qué bien no más el Ministerio pero éste se acabó Entonces ya no se puede volver a llamar hija del pasado ahora que vayas [inaudible] [inaudible] Sí oye mi mamá bueno descanso toma Sí claro [inaudible] [inaudible],17,59,8
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,500,1000,-30,[inaudible],1,0,1
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,500,1000,-35,[inaudible],1,0,1
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,1000,500,-20,[inaudible] [inaudible] [inaudible] [inaudible] cómo cómo acá estoy descansando ya son no puedo son [inaudible] es una [inaudible] es lo que Sí pero de repente Ah sí sí [inaudible] mañana te quedas para todos no [inaudible] [inaudible] Qué bien hermano es el Ministerio pero éste se acabó Entonces ya no te pude volver a llamar Cómo y otra vez ya se me pasó ahora el 19 Pero bueno para que [inaudible] [inaudible] [inaudible] Sí oye mi mamá bueno [inaudible] [inaudible] [inaudible] [inaudible] [inaudible] bueno [inaudible] [inaudible] [inaudible] toma claro [inaudible] [inaudible] [inaudible] [inaudible] [inaudible],45,69,25
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,1000,500,-25,[inaudible] [inaudible] [inaudible] Hola [inaudible] Cómo que tú cómo estás acá estoy descansando ya me voy [inaudible] [inaudible] MMM switch es una eso qué es lo que síntoma de repente Ah sí entonces [inaudible] mañana ya tienes para hacerlo [inaudible] [inaudible] Qué bien Me mueves el 16 pero éste se apagó Entonces cuando se sube el volumen neta ya se le pasó ahora el 19 Pero bueno para que vaya [inaudible] [inaudible] [inaudible] [inaudible] Sí oye mi mamá bueno [inaudible] [inaudible] [inaudible] [inaudible] [inaudible] bueno [inaudible] [inaudible] [inaudible] toma Sí claro este [inaudible] [inaudible] [inaudible] [inaudible],43,71,25
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,1000,500,-30,Hola gente acá estoy descansando ya me voy a salir sí es lo que pasa Ahí sí yo no entiendo no queriendo más el Ministerio pero éste se acabó entonces bueno que todo lo demás el pasado ahora mismo,1,39,0
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,1000,500,-35,Hola gente acá estoy descansando ya me voy a salir sí es lo que pasa Ahí sí yo no entiendo no queriendo más el Ministerio pero éste se acabó entonces bueno que todo lo demás el pasado ahora mismo,1,39,0
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,1000,800,-20,[inaudible] [inaudible] Cómo cómo estás Este acá estoy descansando ya son no puedo son sí es una eso hace eso síntoma de repente [inaudible] mañana vas a quedar para Puebla no [inaudible] [inaudible] Qué bien hermano es el Ministerio pero éste se acabó Entonces ya no te tuve como una buena hija Yo también ya se me pasó ahora el 19 Pero bueno para que [inaudible] [inaudible] [inaudible] Bueno mi mamá pasó algo bueno [inaudible] [inaudible] bueno descanso toma Sí claro [inaudible] [inaudible] [inaudible],29,71,13
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,1000,800,-25,Hola [inaudible] Cómo cómo estás acá estoy descansando ya me voy son mi papá MMM switch es una mentira sí eso hace es lo que pasa Ahí sí [inaudible] mañana te quedas para hacerlo no [inaudible] [inaudible] Qué bien hermano es el Ministerio pero éste se acabó entonces Pero bueno para que [inaudible] [inaudible] [inaudible] Sí oye mi mamá pásame [inaudible] [inaudible] bueno descanso [inaudible] Sí claro [inaudible] [inaudible] [inaudible],25,57,13
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,1000,800,-30,Hola gente acá estoy descansando ya me voy a salir sí es lo que pasa Ahí sí yo no entiendo no queriendo más el Ministerio pero éste se acabó entonces bueno que todo lo demás el pasado ahora mismo,1,39,0
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,1000,800,-35,Hola gente acá estoy descansando ya me voy a salir sí es lo que pasa Ahí sí yo no entiendo no queriendo más el Ministerio pero éste se acabó entonces bueno que todo lo demás el pasado ahora mismo,1,39,0
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,1000,1000,-20,[inaudible] bonita Cómo estás acá estoy descansando ya [inaudible] son 86 es una inspiración es lo que pasa Ahí sí pero tiene [inaudible] mañana vas a quedar para Puebla no [inaudible] [inaudible] Qué bien hermano es el Ministerio pero éste se acabó Entonces ya no te tuve Cómo la vuelta ya se me pasó ahora mismo [inaudible] [inaudible] [inaudible] Sí está bien mi mamá para pasarlo [inaudible] bueno descanso toma [inaudible] [inaudible] [inaudible],21,61,12
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,1000,1000,-25,Hola [inaudible] son mi papá Mmm sí sí eres una mentira Plus eso hace es lo que pasa Ahí sí pero no de repente [inaudible] mañana te quedas para hacerlo [inaudible] Mmm qué bien no más el Ministerio pero éste se apagó entonces [inaudible] [inaudible] Sí oye mi mamá pásame [inaudible] descanso [inaudible] Sí claro [inaudible] [inaudible],17,48,9
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,1000,1000,-30,Hola gente acá estoy descansando ya me voy a salir sí es lo que pasa Ahí sí yo no entiendo no queriendo más el Ministerio pero éste se acabó entonces bueno que todo lo demás el pasado ahora mismo,1,39,0
PRUEBA LLAMADA1.wav,D:/Repositorio/jonatha1992/Transcriptor/Audios/PRUEBA LLAMADA1.wav,1000,1000,-35,Hola gente acá estoy descansando ya me voy a salir sí es lo que pasa Ahí sí yo no entiendo no queriendo más el Ministerio pero éste se acabó entonces bueno que todo lo demás el pasado ahora mismo,1,39,0
